HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2004177.fn_usmafort.005.2007291035545.Fpar_1km,MOD15A2,A2004177,fn_usmafort,2007291035545,Fpar_1km,69,55,92,92,92,92,68,90,52,93,94,93,53,28,93,93,94,93,94,93,93,92,94,93,92,94,94,93,94,94,88,93,94,94,93,94,92,92,94,92,93,93,91,93,90,91,93,93,94
MOD15A2.A2004177.fn_usmafort.005.2007291035545.LaiStdDev_1km,MOD15A2,A2004177,fn_usmafort,2007291035545,LaiStdDev_1km,11,4,248,248,248,248,0,0,1,248,248,248,3,2,248,248,248,248,248,248,248,248,248,248,248,248,248,5,248,248,11,248,248,248,248,248,7,248,248,5,248,248,8,3,2,248,4,248,248
MOD15A2.A2004177.fn_usmafort.005.2007291035545.Lai_1km,MOD15A2,A2004177,fn_usmafort,2007291035545,Lai_1km,25,17,54,60,61,54,21,66,15,62,54,55,15,6,62,55,63,56,57,56,55,60,63,55,54,57,57,61,63,58,51,55,57,57,56,58,57,54,57,60,55,56,56,65,66,52,63,56,57
MOD15A2.A2004193.fn_usmafort.005.2007295180443.FparExtra_QC,MOD15A2,A2004193,fn_usmafort,2007295180443,FparExtra_QC,01000000,01000000,01000000,01000000,00100000,00100000,01000000,00100000,01000000,01000000,01000000,00100000,01000000,01000000,01000000,01000000,00100000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01001000,01001000,01000000,01000000,01000000,01000000,00100000,01001000,01001000,01000000,01000000,01000000,01001000,01000000,01000000,01000000,00100000,01000000,01001000,01000000,01000000,00100000,00100000,00100000,01000000
MOD15A2.A2004193.fn_usmafort.005.2007295180443.FparLai_QC,MOD15A2,A2004193,fn_usmafort,2007295180443,FparLai_QC,01100001,01100001,00100000,00100000,01100001,01100001,00000000,00100000,01100001,00100000,01100001,01100001,00100000,01100001,00100000,01100001,00100000,00100000,00100000,01100001,00100000,01100001,01100001,01100001,01100001,01100001,00100000,01100001,00100000,00000000,01110001,00100000,00100000,01100001,01100001,00100000,01100001,00100000,00100000,00000000,01100001,00100000,01100001,00000000,01100001,01100001,01100001,01100001,01100001
MOD15A2.A2004193.fn_usmafort.005.2007295180443.FparStdDev_1km,MOD15A2,A2004193,fn_usmafort,2007295180443,FparStdDev_1km,248,248,3,0,248,248,8,0,248,0,248,248,4,248,0,248,1,4,6,248,7,248,248,248,248,248,5,248,0,9,248,5,7,248,248,2,248,7,9,8,248,1,248,7,248,248,248,248,248
MOD15A2.A2004193.fn_usmafort.005.2007295180443.Fpar_1km,MOD15A2,A2004193,fn_usmafort,2007295180443,Fpar_1km,96,91,90,90,56,52,60,90,87,90,69,38,89,48,90,65,89,89,87,93,86,89,96,96,94,96,88,93,90,64,76,88,86,94,95,91,74,86,84,40,47,92,95,48,37,39,31,39,87
MOD15A2.A2004193.fn_usmafort.005.2007295180443.LaiStdDev_1km,MOD15A2,A2004193,fn_usmafort,2007295180443,LaiStdDev_1km,248,248,9,1,248,248,4,3,248,1,248,248,10,248,1,248,6,11,13,248,14,248,248,248,248,248,12,248,2,5,248,12,13,248,248,8,248,14,15,3,248,7,248,3,248,248,248,248,248
MOD15A2.A2004193.fn_usmafort.005.2007295180443.Lai_1km,MOD15A2,A2004193,fn_usmafort,2007295180443,Lai_1km,60,52,54,65,17,14,18,65,43,65,22,9,52,13,65,21,60,51,48,55,46,58,65,62,58,62,49,56,66,20,28,49,47,57,60,55,27,46,44,9,12,59,60,12,9,9,7,9,44
MOD15A2.A2004201.fn_usmafort.005.2007298162947.FparExtra_QC,MOD15A2,A2004201,fn_usmafort,2007298162947,FparExtra_QC,01000000,01000000,01000000,01000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,01000000,00001000,00001000,00110000,00000000,01000000,01000000,00001000,00001000,01000000,01000000,00001000,01000000,00001000,01000000,00001000,00110000,01000000,01000000,01000000,00001000,00001000,00110000,00001000,01000000,01000000,00001000,01000000,01000000,00110000,00110000,01000000,01001000,00110000,00110000,00110000,00110000,01000000
MOD15A2.A2004201.fn_usmafort.005.2007298162947.FparLai_QC,MOD15A2,A2004201,fn_usmafort,2007298162947,FparLai_QC,01100001,01100001,01100001,00100000,01100001,01100001,01100001,00100000,01100001,01100001,01100001,00100000,01100001,00100000,00101000,01100001,00100000,01100001,00000000,01100001,00100000,00100000,00100000,01100001,01100001,00100000,01100001,00001000,00100000,00100000,00100000,01100001,01100001,00110000,01100001,00100000,00100000,00100000,00100000,00100000,00100000,00000000,01100001,01100001,00110000,00010000,00100000,00100000,00100000
MOD15A2.A2004201.fn_usmafort.005.2007298162947.FparStdDev_1km,MOD15A2,A2004201,fn_usmafort,2007298162947,FparStdDev_1km,248,248,248,0,248,248,248,0,248,248,248,1,248,10,0,248,0,248,4,248,0,1,0,248,248,0,248,8,0,8,8,248,248,7,248,4,9,9,0,2,7,6,248,248,1,6,8,6,7
MOD15A2.A2004201.fn_usmafort.005.2007298162947.Fpar_1km,MOD15A2,A2004201,fn_usmafort,2007298162947,Fpar_1km,94,94,94,90,95,92,97,90,94,96,93,93,94,84,90,94,90,95,81,94,94,89,90,95,93,93,93,77,90,85,85,92,92,87,93,88,85,84,93,91,87,70,93,93,89,69,87,88,87
MOD15A2.A2004201.fn_usmafort.005.2007298162947.LaiStdDev_1km,MOD15A2,A2004201,fn_usmafort,2007298162947,LaiStdDev_1km,248,248,248,1,248,248,248,2,248,248,248,3,248,15,2,248,0,248,5,248,0,4,1,248,248,2,248,7,3,14,14,248,248,14,248,9,15,15,3,8,13,4,248,248,4,4,14,13,13
MOD15A2.A2004201.fn_usmafort.005.2007298162947.Lai_1km,MOD15A2,A2004201,fn_usmafort,2007298162947,Lai_1km,56,58,59,65,64,53,64,66,59,65,52,65,57,44,66,58,66,59,36,57,68,62,65,59,55,66,56,30,65,45,45,55,54,48,55,49,45,44,65,55,48,23,55,55,62,23,47,50,48
MOD15A2.A2004209.fn_usmafort.005.2007300232407.FparExtra_QC,MOD15A2,A2004209,fn_usmafort,2007300232407,FparExtra_QC,01000000,00001000,00001000,01000000,01000000,01001000,01001000,00001000,01000000,00001000,00001000,01000000,01000000,00001000,00100000,01000000,01000000,01000000,00001000,00001000,00000000,01000000,00100000,00001000,01000000,00001000,01001000,00000000,00100000,01000000,00000000,00001000,01000000,01001000,00000000,00000000,01001000,01001000,00001000,01000000,01000000,00000000,01000000,01001000,01000000,00000000,00000000,00000000,00100000
MOD15A2.A2004209.fn_usmafort.005.2007300232407.FparLai_QC,MOD15A2,A2004209,fn_usmafort,2007300232407,FparLai_QC,01100001,01100001,01100001,00100000,00100000,01100001,01100001,01100001,00100000,01100001,01100001,01100001,01100001,01100001,00100000,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01101001,01100001,00100000,01100001,01100001,01100001,00101000,01100001,00100000,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,00100000,01100001,01100001,00100000
MOD15A2.A2004209.fn_usmafort.005.2007300232407.FparStdDev_1km,MOD15A2,A2004209,fn_usmafort,2007300232407,FparStdDev_1km,248,248,248,0,0,248,248,248,4,248,248,248,248,248,0,248,248,248,248,248,248,248,248,248,0,248,248,248,0,248,5,248,248,248,248,248,248,248,248,248,248,248,248,248,248,5,248,248,10
MOD15A2.A2004209.fn_usmafort.005.2007300232407.Fpar_1km,MOD15A2,A2004209,fn_usmafort,2007300232407,Fpar_1km,95,93,93,90,90,94,95,93,89,93,93,94,94,93,90,96,96,94,94,94,92,94,95,93,94,94,94,94,90,96,89,94,94,94,94,94,93,95,93,92,93,94,95,94,95,88,92,93,84
MOD15A2.A2004209.fn_usmafort.005.2007300232407.LaiStdDev_1km,MOD15A2,A2004209,fn_usmafort,2007300232407,LaiStdDev_1km,248,248,248,2,0,248,248,248,11,248,248,248,248,248,2,248,248,248,248,248,248,248,248,248,0,248,248,248,2,248,11,248,248,248,248,248,248,248,248,248,248,248,248,248,248,12,248,248,15
MOD15A2.A2004209.fn_usmafort.005.2007300232407.Lai_1km,MOD15A2,A2004209,fn_usmafort,2007300232407,Lai_1km,57,57,55,66,66,58,59,62,52,62,52,59,57,56,66,61,65,58,58,57,54,62,64,56,68,58,57,57,66,61,50,59,57,57,57,58,56,59,56,54,55,57,59,59,64,50,53,57,44
MOD15A2.A2004217.fn_usmafort.005.2007304152510.FparExtra_QC,MOD15A2,A2004217,fn_usmafort,2007304152510,FparExtra_QC,00000000,00100000,00100000,00001000,00000000,01000000,00100000,00000000,01000000,00001000,00001000,01000000,00100000,01000000,01000000,00001000,01000000,00000000,00000000,00001000,00000000,01000000,01000000,00100000,00000000,01000000,00100000,00000000,01000000,00001000,00001000,00001000,00100000,00000000,00100000,00001000,00100000,00001000,00001000,00000000,00100000,00000000,00001000,00001000,00100000,00001000,00110000,00110000,00001000
MOD15A2.A2004217.fn_usmafort.005.2007304152510.FparLai_QC,MOD15A2,A2004217,fn_usmafort,2007304152510,FparLai_QC,01100001,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,01100001,01100001,00100000,00000000,00100000,00100000,01100001,00100000,00100000,00100000,00100000,01100001,00100000,00100000,00001000,01100001,00010000,00001000,00100000,00100000,01100001,00100000,01100001,00010000,00100000,00000000,01100001,00001000,01100001,00100000,00100000,00000000,00100000,01100001,00100000,00100000,00100000,00000000,00000000,01100001
MOD15A2.A2004217.fn_usmafort.005.2007304152510.FparStdDev_1km,MOD15A2,A2004217,fn_usmafort,2007304152510,FparStdDev_1km,248,7,10,0,0,6,8,0,3,248,248,6,5,6,0,248,1,5,0,5,248,0,1,4,248,7,5,1,0,248,3,248,7,2,6,248,6,248,3,2,6,0,248,6,0,1,8,7,248
MOD15A2.A2004217.fn_usmafort.005.2007304152510.Fpar_1km,MOD15A2,A2004217,fn_usmafort,2007304152510,Fpar_1km,92,48,84,90,90,88,86,90,90,93,94,87,48,87,90,92,90,89,94,88,91,90,89,57,92,64,51,92,90,95,90,93,39,92,49,95,52,92,91,91,37,94,94,87,90,93,52,37,94
MOD15A2.A2004217.fn_usmafort.005.2007304152510.LaiStdDev_1km,MOD15A2,A2004217,fn_usmafort,2007304152510,LaiStdDev_1km,248,3,15,2,2,12,14,2,9,248,248,13,2,13,2,248,3,11,2,12,248,2,4,2,248,4,2,6,2,248,9,248,2,7,2,248,3,248,8,8,2,2,248,13,2,3,3,2,248
MOD15A2.A2004217.fn_usmafort.005.2007304152510.Lai_1km,MOD15A2,A2004217,fn_usmafort,2007304152510,Lai_1km,50,12,43,66,66,49,45,66,54,62,55,48,14,47,66,53,64,50,67,50,51,66,62,15,54,20,13,60,66,59,54,56,10,58,12,59,15,54,56,57,9,66,58,47,66,64,14,8,57
MOD15A2.A2004225.fn_usmafort.005.2007305170628.FparExtra_QC,MOD15A2,A2004225,fn_usmafort,2007305170628,FparExtra_QC,00001000,01000000,01001000,00001000,00001000,00100000,00001000,00001000,01001000,01000000,00001000,00001000,00001000,01000000,01000000,01001000,01000000,01000000,00001000,01000000,01000000,01000000,00001000,00001000,00100000,00001000,00001000,01000000,01000000,00001000,00100000,00001000,00001000,01000000,00100000,01000000,00001000,00001000,01001000,00100000,00001000,00001000,01000000,00001000,00001000,01000000,01000000,00001000,01000000
MOD15A2.A2004225.fn_usmafort.005.2007305170628.FparLai_QC,MOD15A2,A2004225,fn_usmafort,2007305170628,FparLai_QC,01100001,01100001,00100000,01100001,01100001,00100000,01100001,01100001,00000000,00100000,01100001,01100001,01100001,00100000,00100000,00000000,00000000,00100000,01100001,00100000,00100000,00100000,01100001,01100001,00000000,01100001,01100001,00100000,00100000,01100001,00010000,01100001,01100001,00100000,00010000,00000000,01100001,01100001,00100000,00001000,01100001,01100001,00100000,01100001,01100001,00100000,00000000,01100001,00000000
MOD15A2.A2004225.fn_usmafort.005.2007305170628.FparStdDev_1km,MOD15A2,A2004225,fn_usmafort,2007305170628,FparStdDev_1km,248,248,4,248,248,2,248,248,0,0,248,248,248,1,0,7,6,6,248,1,0,0,248,248,8,248,248,2,0,248,4,248,248,0,8,8,248,248,1,8,248,248,1,248,248,0,4,248,8
MOD15A2.A2004225.fn_usmafort.005.2007305170628.Fpar_1km,MOD15A2,A2004225,fn_usmafort,2007305170628,Fpar_1km,95,96,90,94,95,91,96,96,63,90,96,95,96,93,90,55,81,88,96,92,94,90,97,95,64,97,95,91,90,96,42,93,94,93,42,41,94,93,93,65,94,95,93,95,96,94,58,94,41
MOD15A2.A2004225.fn_usmafort.005.2007305170628.LaiStdDev_1km,MOD15A2,A2004225,fn_usmafort,2007305170628,LaiStdDev_1km,248,248,10,248,248,8,248,248,0,0,248,248,248,5,1,3,9,13,248,6,1,1,248,248,5,248,248,8,1,248,1,248,248,2,3,3,248,248,5,5,248,248,4,248,248,1,2,248,3
MOD15A2.A2004225.fn_usmafort.005.2007305170628.Lai_1km,MOD15A2,A2004225,fn_usmafort,2007305170628,Lai_1km,57,61,54,63,64,57,62,65,18,66,61,60,61,61,65,16,40,50,62,59,68,65,66,61,20,63,59,56,65,61,10,56,57,66,10,10,58,56,61,21,59,59,62,60,66,68,16,58,10
MOD15A2.A2004233.fn_usmafort.005.2007308001053.FparExtra_QC,MOD15A2,A2004233,fn_usmafort,2007308001053,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00110000,00000000,00000000,00000000,00000000,00000000,00110000,00000000,00000000,00000000,00000000,00110000,00110000,00000000,00110000,00000000,00000000,00000000,00000000,00110000,00000000,00110000,00000000,00000000,00000000,00000000,00110000,00110000,00000000,00000000,00000000,00000000,00000000,00110000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004233.fn_usmafort.005.2007308001053.FparLai_QC,MOD15A2,A2004233,fn_usmafort,2007308001053,FparLai_QC,01100001,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00000000,00000000,00100000,00000000,00100000,00100000,00100000,00100000,00000000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000
MOD15A2.A2004233.fn_usmafort.005.2007308001053.FparStdDev_1km,MOD15A2,A2004233,fn_usmafort,2007308001053,FparStdDev_1km,248,1,2,0,0,1,1,0,2,0,11,1,1,1,0,1,6,0,1,0,1,4,4,1,9,0,0,3,1,10,5,10,3,4,1,2,11,11,1,4,1,2,0,10,1,3,2,1,2
MOD15A2.A2004233.fn_usmafort.005.2007308001053.Fpar_1km,MOD15A2,A2004233,fn_usmafort,2007308001053,Fpar_1km,94,93,92,90,90,93,94,90,92,91,66,92,93,92,91,93,81,94,93,93,94,82,83,93,64,94,94,90,90,73,88,75,92,91,93,92,81,81,92,90,93,92,93,83,90,92,92,93,92
MOD15A2.A2004233.fn_usmafort.005.2007308001053.LaiStdDev_1km,MOD15A2,A2004233,fn_usmafort,2007308001053,LaiStdDev_1km,248,5,7,2,2,4,6,2,7,1,10,6,5,6,0,5,9,2,8,2,5,7,7,3,5,2,1,10,5,8,12,9,11,12,3,10,15,13,6,13,7,10,3,16,6,11,9,4,7
MOD15A2.A2004233.fn_usmafort.005.2007308001053.Lai_1km,MOD15A2,A2004233,fn_usmafort,2007308001053,Lai_1km,56,61,57,66,66,63,59,66,57,67,21,60,62,59,69,62,41,66,56,66,62,42,43,64,21,67,68,52,61,28,49,29,51,49,64,52,40,38,59,48,57,52,66,43,58,51,54,63,58
MOD15A2.A2004241.fn_usmafort.005.2008257164041.FparExtra_QC,MOD15A2,A2004241,fn_usmafort,2008257164041,FparExtra_QC,00001000,00001000,00001000,00001000,00000000,00000000,00000000,01000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00001000,01001000,00001000,00000000,00000000,00001000,01001000,00000000,00001000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,01001000,00000000,00000000,00000000,01000000
MOD15A2.A2004241.fn_usmafort.005.2008257164041.FparLai_QC,MOD15A2,A2004241,fn_usmafort,2008257164041,FparLai_QC,01100001,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000
MOD15A2.A2004241.fn_usmafort.005.2008257164041.FparStdDev_1km,MOD15A2,A2004241,fn_usmafort,2008257164041,FparStdDev_1km,248,2,2,1,1,2,2,0,3,0,8,1,3,3,0,3,0,2,3,2,2,1,1,3,2,2,8,5,0,1,4,3,3,2,2,0,1,1,3,4,3,3,1,1,2,2,3,3,1
MOD15A2.A2004241.fn_usmafort.005.2008257164041.Fpar_1km,MOD15A2,A2004241,fn_usmafort,2008257164041,Fpar_1km,96,92,92,90,90,92,92,90,92,91,60,94,92,92,91,92,90,92,91,92,92,90,90,92,92,92,86,90,91,94,89,91,91,92,92,93,94,93,91,90,91,91,92,93,88,92,91,92,93
MOD15A2.A2004241.fn_usmafort.005.2008257164041.LaiStdDev_1km,MOD15A2,A2004241,fn_usmafort,2008257164041,LaiStdDev_1km,248,7,6,6,6,10,9,4,11,0,4,6,10,11,0,11,4,9,12,9,10,6,6,10,9,7,14,13,1,5,11,9,11,10,10,2,5,8,11,13,11,11,6,6,8,9,11,11,5
MOD15A2.A2004241.fn_usmafort.005.2008257164041.Lai_1km,MOD15A2,A2004241,fn_usmafort,2008257164041,Lai_1km,61,58,59,60,60,53,54,63,51,69,16,61,52,51,69,52,64,54,50,54,53,60,60,52,54,58,46,47,67,61,51,56,51,53,52,66,61,57,50,48,51,51,59,59,56,54,50,51,61
MOD15A2.A2004249.fn_usmafort.005.2007313183636.FparExtra_QC,MOD15A2,A2004249,fn_usmafort,2007313183636,FparExtra_QC,01000000,01001000,01001000,01001000,01000000,01000000,00100000,01001000,01001000,01001000,00100000,00100000,00100000,00100000,01000000,01000000,01000000,00100000,00000000,00100000,00100000,00100000,00100000,01000000,00100000,00100000,00100000,00100000,01000000,01000000,00000000,01000000,00100000,00100000,00110000,00100000,00100000,00100000,00110000,00000000,00000000,00000000,00100000,00100000,00100000,00000000,00110000,00110000,00110000
MOD15A2.A2004249.fn_usmafort.005.2007313183636.FparLai_QC,MOD15A2,A2004249,fn_usmafort,2007313183636,FparLai_QC,01100001,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000
MOD15A2.A2004249.fn_usmafort.005.2007313183636.FparStdDev_1km,MOD15A2,A2004249,fn_usmafort,2007313183636,FparStdDev_1km,248,4,5,1,1,4,4,2,5,1,3,5,5,5,1,5,1,4,5,4,3,2,1,5,4,4,4,7,2,3,5,2,4,6,5,4,3,3,5,8,7,6,4,2,1,6,7,5,7
MOD15A2.A2004249.fn_usmafort.005.2007313183636.Fpar_1km,MOD15A2,A2004249,fn_usmafort,2007313183636,Fpar_1km,93,90,89,89,89,91,91,89,90,89,93,90,90,90,89,90,89,91,90,91,92,88,89,90,91,91,91,88,89,92,89,93,91,89,90,91,92,92,90,87,88,89,90,93,89,89,88,90,88
MOD15A2.A2004249.fn_usmafort.005.2007313183636.LaiStdDev_1km,MOD15A2,A2004249,fn_usmafort,2007313183636,LaiStdDev_1km,248,12,13,8,7,12,12,8,13,7,11,13,13,13,8,13,7,12,13,12,11,9,7,13,12,12,12,15,8,11,13,9,12,14,13,12,10,10,13,15,14,14,12,9,8,14,15,13,14
MOD15A2.A2004249.fn_usmafort.005.2007313183636.Lai_1km,MOD15A2,A2004249,fn_usmafort,2007313183636,Lai_1km,52,49,47,56,57,51,49,55,48,57,49,49,48,48,56,48,57,49,47,50,54,50,57,48,51,49,50,45,55,52,47,57,50,46,48,50,54,55,48,44,45,46,49,60,56,46,45,48,45
MOD15A2.A2004257.fn_usmafort.005.2007316141806.FparExtra_QC,MOD15A2,A2004257,fn_usmafort,2007316141806,FparExtra_QC,01000000,00110000,01000000,00110000,01000000,00100000,00100000,00110000,00110000,01000000,00110000,00110000,00100000,01000000,00110000,00110000,01000000,01000000,00110000,00100000,00100000,00100000,01000000,00110000,00110000,00110000,00100000,00110000,01000000,01000000,01000000,00110000,00110000,01000000,01000000,00110000,00110000,00110000,00110000,01000000,01001000,00001000,01000000,01000000,00110000,01001000,01001000,01000000,01000000
MOD15A2.A2004257.fn_usmafort.005.2007316141806.FparLai_QC,MOD15A2,A2004257,fn_usmafort,2007316141806,FparLai_QC,00000000,00010000,00100000,00000000,00100000,00000000,00100000,00001000,00001000,00000000,00000000,00000000,00100000,00100000,00001000,00001000,00100000,00100000,00000000,00100000,00100000,00101000,00110000,00000000,00000000,00100000,00100000,00101000,00000000,00100000,00100000,00000000,00101000,00100000,00100000,00010000,00001000,00000000,00000000,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000
MOD15A2.A2004257.fn_usmafort.005.2007316141806.FparStdDev_1km,MOD15A2,A2004257,fn_usmafort,2007316141806,FparStdDev_1km,9,8,6,4,0,9,7,4,8,1,7,8,8,6,3,8,1,6,9,8,7,1,0,8,9,9,7,7,2,4,1,9,4,7,3,8,8,9,9,7,3,0,0,2,1,3,4,4,4
MOD15A2.A2004257.fn_usmafort.005.2007316141806.Fpar_1km,MOD15A2,A2004257,fn_usmafort,2007316141806,Fpar_1km,77,68,89,83,90,85,88,83,65,87,80,81,87,89,84,66,90,88,83,87,88,89,90,72,78,87,88,88,85,91,93,84,91,88,91,71,71,77,80,86,92,94,94,92,90,92,90,91,90
MOD15A2.A2004257.fn_usmafort.005.2007316141806.LaiStdDev_1km,MOD15A2,A2004257,fn_usmafort,2007316141806,LaiStdDev_1km,13,4,14,7,4,13,15,5,4,3,11,9,15,14,4,4,5,14,11,15,15,7,4,5,8,15,15,15,5,12,7,12,12,15,12,5,5,7,9,10,10,4,4,9,6,11,12,12,12
MOD15A2.A2004257.fn_usmafort.005.2007316141806.Lai_1km,MOD15A2,A2004257,fn_usmafort,2007316141806,Lai_1km,26,19,47,38,63,39,44,37,17,45,27,31,44,47,39,18,61,45,35,44,44,53,62,22,28,43,44,45,42,49,57,37,51,45,50,21,21,26,30,38,52,62,63,54,60,52,49,49,48
MOD15A2.A2004265.fn_usmafort.005.2007319093629.FparExtra_QC,MOD15A2,A2004265,fn_usmafort,2007319093629,FparExtra_QC,00110000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000
MOD15A2.A2004265.fn_usmafort.005.2007319093629.FparLai_QC,MOD15A2,A2004265,fn_usmafort,2007319093629,FparLai_QC,00001000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000
MOD15A2.A2004265.fn_usmafort.005.2007319093629.FparStdDev_1km,MOD15A2,A2004265,fn_usmafort,2007319093629,FparStdDev_1km,11,5,5,1,1,5,3,1,4,1,7,5,3,5,1,4,1,4,3,3,5,1,1,4,5,3,3,4,1,2,3,4,3,4,5,2,5,5,4,5,5,4,5,4,1,5,5,5,4
MOD15A2.A2004265.fn_usmafort.005.2007319093629.Fpar_1km,MOD15A2,A2004265,fn_usmafort,2007319093629,Fpar_1km,66,90,90,89,89,89,92,89,90,90,76,89,92,90,90,90,90,90,91,91,90,89,90,90,90,91,92,91,89,92,92,90,91,91,90,92,90,90,90,89,89,91,90,91,90,90,89,89,91
MOD15A2.A2004265.fn_usmafort.005.2007319093629.LaiStdDev_1km,MOD15A2,A2004265,fn_usmafort,2007319093629,LaiStdDev_1km,9,13,13,8,8,13,10,8,12,6,5,13,10,13,6,12,6,12,8,11,13,7,6,12,13,11,11,12,8,9,11,12,11,12,13,10,13,13,12,13,13,11,13,12,6,13,13,13,12
MOD15A2.A2004265.fn_usmafort.005.2007319093629.Lai_1km,MOD15A2,A2004265,fn_usmafort,2007319093629,Lai_1km,18,48,47,56,57,47,52,56,48,59,22,47,53,47,59,49,60,48,48,50,48,53,58,49,47,51,52,49,56,53,52,49,51,49,48,53,48,47,49,47,46,50,48,49,60,48,47,46,49
MOD15A2.A2004273.fn_usmafort.005.2007321233251.FparExtra_QC,MOD15A2,A2004273,fn_usmafort,2007321233251,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,01000000,00000000,01000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000
MOD15A2.A2004273.fn_usmafort.005.2007321233251.FparLai_QC,MOD15A2,A2004273,fn_usmafort,2007321233251,FparLai_QC,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00110000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000
MOD15A2.A2004273.fn_usmafort.005.2007321233251.FparStdDev_1km,MOD15A2,A2004273,fn_usmafort,2007321233251,FparStdDev_1km,6,6,6,2,2,5,6,2,6,1,6,6,6,6,2,6,1,6,6,6,5,3,1,6,5,5,6,8,2,5,5,4,6,8,6,5,4,4,5,8,6,6,5,3,0,4,6,6,6
MOD15A2.A2004273.fn_usmafort.005.2007321233251.Fpar_1km,MOD15A2,A2004273,fn_usmafort,2007321233251,Fpar_1km,83,89,89,89,89,90,89,89,89,89,86,88,89,89,89,89,89,89,89,89,90,86,89,89,90,90,89,87,88,90,90,91,89,87,89,90,92,91,91,87,89,89,90,92,91,91,89,89,89
MOD15A2.A2004273.fn_usmafort.005.2007321233251.LaiStdDev_1km,MOD15A2,A2004273,fn_usmafort,2007321233251,LaiStdDev_1km,11,14,14,9,9,13,14,9,14,8,13,14,14,14,8,14,7,14,14,14,13,7,8,14,13,13,14,15,10,13,13,12,14,15,14,13,11,12,13,15,14,14,13,11,1,11,14,14,14
MOD15A2.A2004273.fn_usmafort.005.2007321233251.Lai_1km,MOD15A2,A2004273,fn_usmafort,2007321233251,Lai_1km,30,46,45,54,55,48,46,54,46,57,35,45,46,46,55,46,57,46,45,46,48,45,56,46,48,47,46,43,53,48,48,49,46,43,47,48,52,51,50,44,47,45,48,52,67,51,47,46,47
